number,times_testified,times_lied,truth_score
135,14865.0,586.0,0.9605785401950891
136,14864.0,575.0,0.961315931108719
137,14863.0,586.0,0.9605732355513692
138,14862.0,586.0,0.9605705826941192
139,14861.0,577.0,0.9611735414844224
140,14860.0,585.0,0.9606325706594886
141,14859.0,592.0,0.9601588263005586
142,14858.0,558.0,0.9624444743572487
143,14857.0,568.0,0.9617688631621458
144,14856.0,310.0,0.9791330102315563
145,14855.0,587.0,0.9604846852911477
146,14854.0,583.0,0.960751312777703
147,14853.0,580.0,0.9609506497003972
148,14852.0,588.0,0.9604093724750875
149,14851.0,575.0,0.9612820685475726
150,14850.0,589.0,0.9603367003367004
151,14849.0,572.0,0.9614788874671695
152,14848.0,585.0,0.9606007543103449
153,14847.0,581.0,0.9608675153229609
154,14846.0,594.0,0.9599892226862454
155,14845.0,568.0,0.9617379589087235
156,14844.0,590.0,0.9602533009970359
157,14843.0,563.0,0.9620696624671562
158,14842.0,576.0,0.961191214122086
159,14841.0,581.0,0.960851694629742
160,14840.0,580.0,0.9609164420485176
161,14839.0,577.0,0.9611159781656445
162,14838.0,720.0,0.9514759401536595
163,14837.0,562.0,0.9621217227202264
164,14836.0,588.0,0.9603666756538151
165,14835.0,572.0,0.9614425345466802
166,14834.0,583.0,0.9606983955777268
167,14833.0,567.0,0.9617744218971213
168,14832.0,581.0,0.9608279395900755
169,14831.0,293.0,0.9802440833389522
170,14830.0,587.0,0.9604180714767363
171,14829.0,580.0,0.9608874502663699
172,14828.0,576.0,0.9611545724305368
173,14827.0,591.0,0.9601402846159034
174,14826.0,572.0,0.9614191285579388
175,14825.0,587.0,0.9604047217537943
176,14824.0,576.0,0.9611440906637885
177,14823.0,572.0,0.9614113202455643
178,14822.0,577.0,0.9610713803805154
179,14821.0,573.0,0.9613386411173335
180,14820.0,585.0,0.9605263157894737
181,14819.0,582.0,0.9607260948781969
182,14818.0,591.0,0.9601160750438655
183,14817.0,585.0,0.9605183235472767
184,14816.0,587.0,0.9603806695464363
185,14815.0,559.0,0.9622679716503544
186,14814.0,583.0,0.9606453354934521
187,14813.0,575.0,0.9611827448862486
188,14812.0,589.0,0.9602349446394816
189,14811.0,569.0,0.9615826075214368
190,14810.0,575.0,0.9611748818365969
191,14809.0,579.0,0.9609021540954825
192,14808.0,584.0,0.9605618584548893
193,14807.0,570.0,0.9615046937259404
194,14806.0,596.0,0.959746048899095
195,14805.0,576.0,0.9610942249240122
196,14804.0,305.0,0.9793974601459066
197,14803.0,575.0,0.9611565223265555
198,14802.0,578.0,0.9609512228077287
199,14801.0,577.0,0.9610161475575975
200,14800.0,720.0,0.9513513513513514
201,14799.0,579.0,0.9608757348469491
202,14798.0,571.0,0.9614137045546696
203,14797.0,583.0,0.9606001216462796
204,14796.0,581.0,0.9607326304406596
205,14795.0,579.0,0.9608651571476851
206,14794.0,576.0,0.9610652967419224
207,14793.0,568.0,0.9616034610964646
208,14792.0,561.0,0.9620740941049216
209,14791.0,585.0,0.9604489216415387
210,14790.0,561.0,0.9620689655172414
211,14789.0,589.0,0.9601731016295896
212,14788.0,587.0,0.9603056532323505
213,14787.0,557.0,0.9623317779130317
214,14786.0,559.0,0.962193967266333
215,14785.0,562.0,0.9619885018599932
216,14784.0,591.0,0.9600243506493507
217,14783.0,563.0,0.961915713995806
218,14782.0,569.0,0.9615072385333514
219,14781.0,593.0,0.9598809282186591
220,14780.0,579.0,0.9608254397834912
221,14779.0,585.0,0.9604168076324514
222,14778.0,579.0,0.9608201380430369
223,14777.0,596.0,0.9596670501454964
224,14776.0,571.0,0.9613562533838658
225,14775.0,297.0,0.9798984771573604
226,14774.0,574.0,0.9611479626370651
227,14773.0,570.0,0.9614160969335951
228,14772.0,572.0,0.9612780936907663
229,14771.0,577.0,0.9609369710920046
230,14770.0,583.0,0.9605280974949222
231,14769.0,548.0,0.9628952535716704
232,14768.0,569.0,0.9614707475622969
233,14767.0,579.0,0.9607909528001626
234,14766.0,598.0,0.9595015576323987
235,14765.0,563.0,0.9618692854724009
236,14764.0,573.0,0.9611893795719317
237,14763.0,584.0,0.960441644652171
238,14762.0,583.0,0.9605067064083458
239,14761.0,575.0,0.9610459995935234
240,14760.0,576.0,0.9609756097560975
241,14759.0,584.0,0.9604309235043025
242,14758.0,716.0,0.9514839409134029
243,14757.0,576.0,0.9609676763569831
244,14756.0,572.0,0.9612361073461643
245,14755.0,586.0,0.9602846492714334
246,14754.0,557.0,0.9622475260946184
247,14753.0,581.0,0.9606181793533518
248,14752.0,577.0,0.9608866594360087
249,14751.0,569.0,0.9614263439766796
250,14750.0,575.0,0.9610169491525423
251,14749.0,571.0,0.9612855108820937
252,14748.0,580.0,0.9606726335774343
253,14747.0,558.0,0.962161795619448
254,14746.0,588.0,0.9601247796012478
255,14745.0,580.0,0.9606646320786707
256,14744.0,101.0,0.9931497558328811
257,14743.0,571.0,0.9612697551380316
258,14742.0,566.0,0.9616062949396282
259,14741.0,561.0,0.961942880401601
260,14740.0,578.0,0.9607869742198101
261,14739.0,572.0,0.9611913969740146
262,14738.0,557.0,0.9622065409146424
263,14737.0,571.0,0.9612539865644296
264,14736.0,590.0,0.9599619978284474
265,14735.0,558.0,0.9621309806582966
266,14734.0,588.0,0.960092303515678
267,14733.0,554.0,0.9623973393063191
268,14732.0,579.0,0.9606978007059462
269,14731.0,582.0,0.9604914805512185
270,14730.0,571.0,0.9612355736591989
271,14729.0,565.0,0.9616403014461267
272,14728.0,573.0,0.9610945138511678
273,14727.0,551.0,0.962585726896177
274,14726.0,590.0,0.9599348091810403
275,14725.0,571.0,0.9612224108658743
276,14724.0,555.0,0.9623064384678076
277,14723.0,543.0,0.9631189295659852
278,14722.0,579.0,0.9606711044695014
279,14721.0,557.0,0.9621628965423544
280,14720.0,564.0,0.9616847826086956
281,14719.0,582.0,0.9604592703308649
282,14718.0,555.0,0.962291072156543
283,14717.0,581.0,0.9605218454848135
284,14716.0,585.0,0.9602473498233216
285,14715.0,574.0,0.9609921848453958
286,14714.0,574.0,0.9609895337773549
287,14713.0,570.0,0.96125875076463
288,14712.0,716.0,0.9513322457857532
289,14711.0,291.0,0.9802188838284277
290,14710.0,593.0,0.9596872875594833
291,14709.0,565.0,0.9615881433136175
292,14708.0,579.0,0.9606336687516998
293,14707.0,558.0,0.9620588835248521
294,14706.0,564.0,0.9616483068135455
295,14705.0,569.0,0.9613056783407005
296,14704.0,574.0,0.9609630032644179
297,14703.0,580.0,0.960552268244576
298,14702.0,559.0,0.961977962182016
299,14701.0,579.0,0.9606149241548194
300,14700.0,592.0,0.9597278911564626
301,14699.0,564.0,0.9616300428600585
302,14698.0,562.0,0.961763505238808
303,14697.0,590.0,0.9598557528747363
304,14696.0,574.0,0.9609417528579205
305,14695.0,596.0,0.9594419870704322
306,14694.0,555.0,0.9622294814209882
307,14693.0,575.0,0.9608657183692915
308,14692.0,557.0,0.9620882112714403
309,14691.0,574.0,0.9609284596011163
310,14690.0,578.0,0.9606535057862492
311,14689.0,556.0,0.9621485465314181
312,14688.0,555.0,0.9622140522875817
313,14687.0,569.0,0.9612582556001906
314,14686.0,568.0,0.9613237096554542
315,14685.0,565.0,0.961525366019748
316,14684.0,564.0,0.9615908471806047
317,14683.0,559.0,0.961928761152353
318,14682.0,580.0,0.9604958452526904
319,14681.0,544.0,0.9629453034534432
320,14680.0,562.0,0.961716621253406
321,14679.0,577.0,0.9606921452415015
322,14678.0,558.0,0.9619839215151929
323,14677.0,575.0,0.9608230564829325
324,14676.0,166.0,0.9886890160806759
325,14675.0,563.0,0.9616354344122657
326,14674.0,586.0,0.9600654218345372
327,14673.0,564.0,0.9615620527499489
328,14672.0,564.0,0.9615594329334788
329,14671.0,561.0,0.9617612977983777
330,14670.0,559.0,0.961895023858214
331,14669.0,562.0,0.9616879132865226
332,14668.0,578.0,0.9605944914098719
333,14667.0,564.0,0.9615463284925343
334,14666.0,577.0,0.9606573026046639
335,14665.0,572.0,0.9609955676781452
336,14664.0,557.0,0.9620158210583742
337,14663.0,552.0,0.9623542249198663
338,14662.0,710.0,0.9515755012958669
339,14661.0,581.0,0.9603710524520838
340,14660.0,572.0,0.9609822646657572
341,14659.0,578.0,0.9605702981103759
342,14658.0,563.0,0.9615909401009688
343,14657.0,571.0,0.961042505287576
344,14656.0,556.0,0.9620633187772926
345,14655.0,555.0,0.962128966223132
346,14654.0,551.0,0.9623993448887675
347,14653.0,578.0,0.9605541527332286
348,14652.0,570.0,0.9610974610974611
349,14651.0,564.0,0.9615043341751416
350,14650.0,560.0,0.9617747440273038
351,14649.0,584.0,0.9601337975288415
352,14648.0,580.0,0.960404150737302
353,14647.0,566.0,0.961357274527207
354,14646.0,583.0,0.9601939095998907
355,14645.0,564.0,0.9614885626493683
356,14644.0,562.0,0.9616225075116088
357,14643.0,546.0,0.9627125589018644
358,14642.0,553.0,0.9622319355279333
359,14641.0,578.0,0.9605218222798989
360,14640.0,577.0,0.9605874316939891
361,14639.0,302.0,0.9793701755584397
362,14638.0,571.0,0.9609919387894521
363,14637.0,570.0,0.961057593769215
364,14636.0,552.0,0.9622847772615468
365,14635.0,588.0,0.9598223436966177
366,14634.0,571.0,0.9609812764794314
367,14633.0,591.0,0.9596118362605071
368,14632.0,570.0,0.9610442864953527
369,14631.0,565.0,0.961383364089946
370,14630.0,569.0,0.9611073137388927
371,14629.0,560.0,0.96171987148814
372,14628.0,555.0,0.962059064807219
373,14627.0,575.0,0.960689136528338
374,14626.0,576.0,0.9606180773964174
375,14625.0,566.0,0.9612991452991453
376,14624.0,550.0,0.962390590809628
377,14623.0,569.0,0.9610886958900362
378,14622.0,575.0,0.9606756941594857
379,14621.0,548.0,0.9625196634977088
380,14620.0,577.0,0.9605335157318742
381,14619.0,567.0,0.9612148573773855
382,14618.0,567.0,0.9612122041318922
383,14617.0,554.0,0.9620989259081891
384,14616.0,578.0,0.9604542966611932
385,14615.0,547.0,0.9625726992815601
386,14614.0,581.0,0.960243602025455
387,14613.0,582.0,0.9601724491890782
388,14612.0,555.0,0.9620175198467014
389,14611.0,554.0,0.9620833618506605
390,14610.0,565.0,0.9613278576317591
391,14609.0,573.0,0.9607776028475598
392,14608.0,704.0,0.9518072289156626
393,14607.0,580.0,0.9602930102005888
394,14606.0,563.0,0.9614541969053814
395,14605.0,572.0,0.9608353303663129
396,14604.0,555.0,0.9619967132292523
397,14603.0,567.0,0.9611723618434568
398,14602.0,578.0,0.9604163813176277
399,14601.0,551.0,0.9622628587083076
400,14600.0,293.0,0.9799315068493151
401,14599.0,575.0,0.960613740667169
402,14598.0,561.0,0.9615700780928894
403,14597.0,550.0,0.9623210248681235
404,14596.0,567.0,0.9611537407508907
405,14595.0,554.0,0.9620417951353203
406,14594.0,557.0,0.9618336302590106
407,14593.0,580.0,0.9602549167409031
408,14592.0,541.0,0.9629248903508771
409,14591.0,565.0,0.9612774998286615
410,14590.0,574.0,0.9606579849211789
411,14589.0,580.0,0.9602440194667216
412,14588.0,559.0,0.9616808335618316
413,14587.0,573.0,0.9607184479330911
414,14586.0,559.0,0.9616755793226381
415,14585.0,573.0,0.9607130613644155
416,14584.0,563.0,0.9613960504662644
417,14583.0,583.0,0.9600219433587054
418,14582.0,556.0,0.9618707996159649
419,14581.0,562.0,0.9614566902132913
420,14580.0,571.0,0.9608367626886145
421,14579.0,572.0,0.9607654846011386
422,14578.0,566.0,0.9611743723418851
423,14577.0,565.0,0.9612403100775194
424,14576.0,574.0,0.9606201975850713
425,14575.0,562.0,0.9614408233276158
426,14574.0,585.0,0.9598600247015232
427,14573.0,545.0,0.9626020723255335
428,14572.0,573.0,0.9606780126269558
429,14571.0,576.0,0.9604694255713403
430,14570.0,551.0,0.9621825669183254
431,14569.0,565.0,0.9612190267005285
432,14568.0,570.0,0.9608731466227347
433,14567.0,579.0,0.9602526257980366
434,14566.0,576.0,0.9604558561032541
435,14565.0,580.0,0.9601785101270168
436,14564.0,571.0,0.9607937379840703
437,14563.0,549.0,0.9623017235459727
438,14562.0,555.0,0.96188710341986
439,14561.0,567.0,0.9610603667330541
440,14560.0,559.0,0.9616071428571429
441,14559.0,294.0,0.9798063053781166
442,14558.0,565.0,0.961189723863168
443,14557.0,572.0,0.9607061894621145
444,14556.0,540.0,0.9629018961253092
445,14555.0,571.0,0.9607694950188939
446,14554.0,555.0,0.9618661536347396
447,14553.0,553.0,0.962000962000962
448,14552.0,557.0,0.9617234744365035
449,14551.0,570.0,0.9608274345405814
450,14550.0,697.0,0.9520962199312715
451,14549.0,553.0,0.9619905148120146
452,14548.0,565.0,0.9611630464668683
453,14547.0,550.0,0.9621915171513027
454,14546.0,571.0,0.960745222054173
455,14545.0,555.0,0.9618425575799243
456,14544.0,564.0,0.9612211221122112
457,14543.0,548.0,0.9623186412707144
458,14542.0,538.0,0.9630037133819283
459,14541.0,565.0,0.9611443504573276
460,14540.0,557.0,0.9616918844566713
461,14539.0,561.0,0.9614141275190866
462,14538.0,553.0,0.9619617553996423
463,14537.0,547.0,0.9623718786544679
464,14536.0,566.0,0.9610621904237755
465,14535.0,556.0,0.9617475060199518
466,14534.0,553.0,0.9619512866382276
467,14533.0,567.0,0.9609853437005436
468,14532.0,547.0,0.9623589320121112
469,14531.0,568.0,0.9609111554607391
470,14530.0,577.0,0.9602890571231933
471,14529.0,565.0,0.9611122582421364
472,14528.0,559.0,0.961522577092511
473,14527.0,550.0,0.9621394644455152
474,14526.0,564.0,0.9611730689797604
475,14525.0,556.0,0.9617211703958692
476,14524.0,560.0,0.9614431286147067
477,14523.0,545.0,0.962473318184948
478,14522.0,541.0,0.9627461782123674
479,14521.0,545.0,0.9624681495764754
480,14520.0,557.0,0.9616391184573003
481,14519.0,563.0,0.9612232247399959
482,14518.0,575.0,0.960393993663039
483,14517.0,559.0,0.9614934215058207
484,14516.0,298.0,0.9794709286304767
485,14515.0,567.0,0.9609369617636927
486,14514.0,570.0,0.9607275733774286
487,14513.0,563.0,0.9612071935506098
488,14512.0,560.0,0.9614112458654906
489,14511.0,578.0,0.9601681483012887
490,14510.0,555.0,0.961750516884907
491,14509.0,571.0,0.9606451168240403
492,14508.0,564.0,0.9611248966087675
493,14507.0,547.0,0.9622940649341697
494,14506.0,556.0,0.961671032676134
495,14505.0,558.0,0.96153050672182
496,14504.0,553.0,0.9618725868725869
497,14503.0,573.0,0.9604909329104323
498,14502.0,559.0,0.9614535926079162
499,14501.0,562.0,0.9612440521343356
500,14500.0,552.0,0.9619310344827586
501,14499.0,565.0,0.9610317952962273
502,14498.0,569.0,0.9607532073389433
503,14497.0,529.0,0.9635096916603435
504,14496.0,547.0,0.9622654525386314
505,14495.0,534.0,0.9631597102449121
506,14494.0,562.0,0.9612253346212226
507,14493.0,567.0,0.9608776650796936
508,14492.0,548.0,0.962186033673751
509,14491.0,567.0,0.9608722655441309
510,14490.0,566.0,0.9609385783298827
511,14489.0,559.0,0.9614190075229484
512,14488.0,702.0,0.9515461071231364
513,14487.0,549.0,0.9621039552702423
514,14486.0,562.0,0.9612039210271986
515,14485.0,565.0,0.9609941318605454
516,14484.0,545.0,0.9623722728528031
517,14483.0,545.0,0.9623696747911344
518,14482.0,562.0,0.9611932053583759
519,14481.0,543.0,0.9625025896001658
520,14480.0,561.0,0.961256906077348
521,14479.0,558.0,0.9614614268941225
522,14478.0,544.0,0.9624257494129024
523,14477.0,563.0,0.961110727360641
524,14476.0,573.0,0.960417242332136
525,14475.0,543.0,0.9624870466321244
526,14474.0,558.0,0.9614481138593339
527,14473.0,557.0,0.9615145443239135
528,14472.0,562.0,0.9611663902708679
529,14471.0,308.0,0.9787160527952457
530,14470.0,552.0,0.9618521078092606
531,14469.0,555.0,0.9616421314534522
532,14468.0,529.0,0.9634365496267625
533,14467.0,559.0,0.9613603373194166
534,14466.0,566.0,0.9608737729849302
535,14465.0,567.0,0.9608019357068787
536,14464.0,536.0,0.9629424778761062
537,14463.0,534.0,0.9630781995436631
538,14462.0,554.0,0.9616927119347255
539,14461.0,554.0,0.961690062927875
540,14460.0,556.0,0.9615491009681881
541,14459.0,539.0,0.9627221799571202
542,14458.0,581.0,0.9598146354959192
543,14457.0,567.0,0.9607802448640796
544,14456.0,543.0,0.9624377421140011
545,14455.0,551.0,0.9618817018332757
546,14454.0,579.0,0.9599418845994189
547,14453.0,563.0,0.9610461495883208
548,14452.0,564.0,0.960974259618046
549,14451.0,538.0,0.9627707425091689
550,14450.0,557.0,0.9614532871972319
551,14449.0,541.0,0.9625579624887536
552,14448.0,566.0,0.9608250276854928
553,14447.0,552.0,0.9617913753720495
554,14446.0,566.0,0.9608196040426416
555,14445.0,548.0,0.9620629975770163
556,14444.0,551.0,0.9618526723899197
557,14443.0,556.0,0.9615038426919615
558,14442.0,560.0,0.9612242071735216
559,14441.0,548.0,0.9620524894397895
560,14440.0,555.0,0.9615650969529086
561,14439.0,550.0,0.9619087194404045
562,14438.0,565.0,0.9608671561158055
563,14437.0,551.0,0.9618341760753619
564,14436.0,569.0,0.9605846494873926
565,14435.0,540.0,0.9625909248354694
566,14434.0,558.0,0.9613412775391437
567,14433.0,552.0,0.9617543130326336
568,14432.0,532.0,0.9631374722838137
569,14431.0,566.0,0.9607788788025777
570,14430.0,550.0,0.9618849618849619
571,14429.0,581.0,0.9597338692910111
572,14428.0,552.0,0.9617410590518436
573,14427.0,574.0,0.9602134885977681
574,14426.0,560.0,0.9611812006100097
575,14425.0,556.0,0.9614558058925476
576,14424.0,294.0,0.9796173044925125
577,14423.0,536.0,0.9628371351313874
578,14422.0,707.0,0.950977672999584
579,14421.0,560.0,0.9611677414881076
580,14420.0,551.0,0.9617891816920943
581,14419.0,563.0,0.9609542964144532
582,14418.0,569.0,0.9605354418088501
583,14417.0,559.0,0.9612263300270514
584,14416.0,555.0,0.9615011098779134
585,14415.0,548.0,0.9619840443981963
586,14414.0,563.0,0.9609407520466213
587,14413.0,562.0,0.9610074238534656
588,14412.0,555.0,0.9614904246461282
589,14411.0,577.0,0.9599611407952259
590,14410.0,547.0,0.9620402498265094
591,14409.0,567.0,0.9606495940037476
592,14408.0,573.0,0.9602304275402554
593,14407.0,568.0,0.96057472062192
594,14406.0,564.0,0.9608496459808413
595,14405.0,552.0,0.961679972231864
596,14404.0,547.0,0.9620244376562066
597,14403.0,548.0,0.9619523710338124
598,14402.0,546.0,0.9620885988057214
599,14401.0,556.0,0.9613915700298591
600,14400.0,567.0,0.960625
601,14399.0,562.0,0.9609695117716508
602,14398.0,551.0,0.9617307959438811
603,14397.0,556.0,0.9613808432312287
604,14396.0,549.0,0.961864406779661
605,14395.0,559.0,0.9611670718999653
606,14394.0,526.0,0.9634569959705432
607,14393.0,550.0,0.9617869797818384
608,14392.0,565.0,0.9607420789327404
609,14391.0,550.0,0.9617816690987423
610,14390.0,562.0,0.9609451007644197
611,14389.0,546.0,0.9620543470706789
612,14388.0,559.0,0.9611481790380872
613,14387.0,533.0,0.9629526656008897
614,14386.0,553.0,0.9615598498540248
615,14385.0,549.0,0.9618352450469239
616,14384.0,569.0,0.9604421579532815
617,14383.0,543.0,0.9622470972676076
618,14382.0,535.0,0.9628007231261299
619,14381.0,561.0,0.9609901953967039
620,14380.0,538.0,0.962586926286509
621,14379.0,534.0,0.9628625078239099
622,14378.0,557.0,0.9612602587286132
623,14377.0,559.0,0.9611184530847882
624,14376.0,552.0,0.9616026711185309
625,14375.0,161.0,0.9888
626,14374.0,540.0,0.9624321691943787
627,14373.0,540.0,0.9624295554164057
628,14372.0,537.0,0.9626356804898414
629,14371.0,548.0,0.9618676501287314
630,14370.0,549.0,0.9617954070981211
631,14369.0,566.0,0.9606096457651889
632,14368.0,553.0,0.9615116926503341
633,14367.0,535.0,0.9627618848750609
634,14366.0,541.0,0.9623416399832939
635,14365.0,540.0,0.96240863209189
636,14364.0,546.0,0.9619883040935673
637,14363.0,540.0,0.9624033976188818
638,14362.0,582.0,0.959476396045119
639,14361.0,553.0,0.961492932247058
640,14360.0,552.0,0.9615598885793872
641,14359.0,565.0,0.9606518559788286
642,14358.0,547.0,0.9619027719738125
643,14357.0,548.0,0.9618304659747858
644,14356.0,544.0,0.9621064363332404
645,14355.0,557.0,0.9611981887843957
646,14354.0,546.0,0.9619618224885049
647,14353.0,547.0,0.961889500452867
648,14352.0,688.0,0.9520624303232998
649,14351.0,561.0,0.9609086474810118
650,14350.0,563.0,0.960766550522648
651,14349.0,565.0,0.9606244337584501
652,14348.0,545.0,0.9620156119319766
653,14347.0,545.0,0.9620129643827978
654,14346.0,564.0,0.9606859054788791
655,14345.0,558.0,0.9611014290693621
656,14344.0,557.0,0.9611684327941996
657,14343.0,558.0,0.9610960050198704
658,14342.0,553.0,0.9614419188397713
659,14341.0,558.0,0.9610905794574994
660,14340.0,541.0,0.9622733612273361
661,14339.0,558.0,0.9610851523816166
662,14338.0,570.0,0.9602455014646394
663,14337.0,540.0,0.9623352165725048
664,14336.0,556.0,0.9612165178571429
665,14335.0,537.0,0.9625392396232996
666,14334.0,544.0,0.9620482768243338
667,14333.0,547.0,0.961836321774925
668,14332.0,552.0,0.961484789282724
669,14331.0,521.0,0.9636452445746982
670,14330.0,545.0,0.9619678995115143
671,14329.0,547.0,0.9618256682252774
672,14328.0,557.0,0.9611250697934115
673,14327.0,555.0,0.9612619529559573
674,14326.0,562.0,0.9607706268323328
675,14325.0,569.0,0.9602792321116929
676,14324.0,290.0,0.9797542585869868
677,14323.0,540.0,0.9622984011729386
678,14322.0,550.0,0.9615975422427036
679,14321.0,542.0,0.9621534809021717
680,14320.0,543.0,0.9620810055865922
681,14319.0,551.0,0.9615196591940778
682,14318.0,536.0,0.9625646039949713
683,14317.0,549.0,0.9616539777886429
684,14316.0,550.0,0.9615814473316568
685,14315.0,534.0,0.9626964722319246
686,14314.0,541.0,0.9622048344278329
687,14313.0,550.0,0.9615733948159016
688,14312.0,555.0,0.9612213527110117
689,14311.0,534.0,0.9626860456991125
690,14310.0,550.0,0.9615653389238294
691,14309.0,524.0,0.9633796911035013
692,14308.0,564.0,0.960581492871121
693,14307.0,527.0,0.9631648843223597
694,14306.0,528.0,0.9630924087795331
695,14305.0,551.0,0.9614819993009437
696,14304.0,541.0,0.9621784116331096
697,14303.0,524.0,0.9633643291617143
698,14302.0,561.0,0.960774716822822
699,14301.0,562.0,0.9607020488077757
700,14300.0,563.0,0.9606293706293706
701,14299.0,561.0,0.9607664871669348
702,14298.0,530.0,0.9629318785844174
